incident_datetime,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type,,month_of_year,day_of_month,year
03/30/2016 01:12:00 AM,7200 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.57631028,-123.4034614,1,Wednesday,Property Crime,,03,30,2016
03/30/2016 06:38:00 AM,2500 Block MONTE VISTA PL,CENTRAL SAANICH,BC,48.55973389,-123.3962559,6,Wednesday,Other,,03,30,2016
03/30/2016 09:32:00 AM,1500 Block HOVEY RD,CENTRAL SAANICH,BC,48.58696726,-123.4342831,9,Wednesday,Other,,03,30,2016
03/30/2016 06:18:00 PM,8100 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.60208397,-123.4170732,18,Wednesday,Traffic,,03,30,2016
06/25/2016 12:21:00 AM,WEST SAANICH RD & WALLACE DR,CENTRAL SAANICH,BC,48.57527009,-123.4453416,0,Saturday,Disorder,,06,25,2016
06/25/2016 04:09:00 AM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.56513157,-123.4127377,4,Saturday,Breaking & Entering,,06,25,2016
06/25/2016 08:35:00 AM,1800 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.56598951,-123.4254109,8,Saturday,Other,,06,25,2016
06/25/2016 08:53:00 AM,7800 Block LOCHSIDE DR,CENTRAL SAANICH,BC,48.59473761,-123.3945923,8,Saturday,Other,,06,25,2016
06/25/2016 12:21:00 PM,MT NEWTON CROSS RD & WALLACE DR,CENTRAL SAANICH,BC,48.59464812,-123.4193765,12,Saturday,Traffic,,06,25,2016
06/25/2016 12:36:00 PM,2100 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59411591,-123.410469,12,Saturday,Other,,06,25,2016
06/25/2016 05:17:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.58395699,-123.4238878,17,Saturday,Other,,06,25,2016
06/25/2016 07:33:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57242915,-123.3981262,19,Saturday,Traffic,,06,25,2016
06/25/2016 10:17:00 PM,1100 Block DIGNAN RD,CENTRAL SAANICH,BC,48.57888303,-123.4497479,22,Saturday,Other,,06,25,2016
02/03/2016 12:45:00 AM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,0,Wednesday,Vehicle Stop,,02,03,2016
02/03/2016 04:38:00 AM,1000 Block CLARKE RD,CENTRAL SAANICH,BC,48.5760497,-123.4549091,4,Wednesday,Vehicle Stop,,02,03,2016
02/03/2016 06:52:00 AM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941428,-123.3982811,6,Wednesday,Traffic,,02,03,2016
02/03/2016 08:11:00 AM,1700 Block PROSSER RD,CENTRAL SAANICH,BC,48.58880176,-123.4299862,8,Wednesday,Theft,,02,03,2016
02/03/2016 09:48:00 AM,EAST SAANICH RD & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59417483,-123.4169651,9,Wednesday,Liquor,,02,03,2016
02/03/2016 02:51:00 PM,1000 Block HOLLY PARK RD,CENTRAL SAANICH,BC,48.5786079,-123.4536881,14,Wednesday,Other,,02,03,2016
02/03/2016 11:00:00 PM,7900 Block LARKVALE RD,CENTRAL SAANICH,BC,48.59840607,-123.4237748,23,Wednesday,Other,,02,03,2016
02/04/2016 12:47:00 AM,1400 Block BENVENUTO AVE,CENTRAL SAANICH,BC,48.56518827,-123.4392573,0,Thursday,Liquor,,02,04,2016
02/04/2016 03:53:00 PM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55428704,-123.3929038,15,Thursday,Traffic,,02,04,2016
02/04/2016 07:18:00 PM,WEST SAANICH RD & STELLYS CROSS RD,CENTRAL SAANICH,BC,48.57967,-123.4517357,19,Thursday,Liquor,,02,04,2016
02/05/2016 09:05:00 AM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55428704,-123.3929038,9,Friday,Traffic,,02,05,2016
02/05/2016 09:11:00 AM,BRENTWOOD BAY,CENTRAL SAANICH,BC,48.57820572,-123.4715767,9,Friday,Theft,,02,05,2016
02/06/2016 10:03:00 AM,WEST SAANICH RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.56518098,-123.4385811,10,Saturday,Traffic,,02,06,2016
02/06/2016 04:47:00 PM,BRENTWOOD BAY,CENTRAL SAANICH,BC,48.57820572,-123.4715767,16,Saturday,Other,,02,06,2016
02/06/2016 07:33:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,19,Saturday,Traffic,,02,06,2016
02/07/2016 05:59:00 PM,7000 Block HOMATHKO RD,CENTRAL SAANICH,BC,48.57278063,-123.3673835,17,Sunday,Vehicle Stop,,02,07,2016
02/08/2016 02:22:00 PM,6600 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.56364719,-123.4370406,14,Monday,Other,,02,08,2016
02/08/2016 08:48:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941428,-123.3982811,20,Monday,Traffic,,02,08,2016
02/08/2016 11:08:00 PM,EAST SAANICH RD & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59417483,-123.4169651,23,Monday,Other,,02,08,2016
02/09/2016 09:48:00 AM,TANNER RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.55428704,-123.3929038,9,Tuesday,Traffic,,02,09,2016
02/09/2016 03:19:00 PM,KEATING CROSS RD & CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5651324,-123.4035358,15,Tuesday,Traffic,,02,09,2016
02/12/2016 12:11:00 AM,1000 Block DAMELART WAY,CENTRAL SAANICH,BC,48.57695826,-123.4578378,0,Friday,Disorder,,02,12,2016
10/27/2015 11:11:00 AM,1800 Block CULTRA AVE,CENTRAL SAANICH,BC,48.59233683,-123.422211,11,Tuesday,Drugs,,10,27,2015
04/25/2016 12:24:00 AM,8100 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.60505435,-123.4179937,0,Monday,Theft,,04,25,2016
11/05/2015 07:32:00 AM,6300 Block MARIE MEADOWS RD,CENTRAL SAANICH,BC,48.55391453,-123.3953596,7,Thursday,Disorder,,11,05,2015
04/24/2016 12:46:00 PM,HOVEY RD & TOMLINSON RD,CENTRAL SAANICH,BC,48.58690033,-123.4307668,12,Sunday,Traffic,,04,24,2016
04/22/2016 03:24:00 PM,6600 Block OLDFIELD RD,CENTRAL SAANICH,BC,48.56189637,-123.4172451,15,Friday,Traffic,,04,22,2016
04/24/2016 01:15:00 PM,7900 Block GALBRAITH CRES,CENTRAL SAANICH,BC,48.59994315,-123.4224719,13,Sunday,Theft,,04,24,2016
04/24/2016 01:41:00 PM,1400 Block HOVEY RD,CENTRAL SAANICH,BC,48.58697798,-123.4414577,13,Sunday,Theft,,04,24,2016
03/31/2016 11:21:00 AM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,11,Thursday,Traffic,,03,31,2016
03/31/2016 11:53:00 AM,7000 Block HAGAN RD,CENTRAL SAANICH,BC,48.57465649,-123.4580973,11,Thursday,Other,,03,31,2016
03/31/2016 12:17:00 PM,TURNING LANE & MARTINDALE RD,CENTRAL SAANICH,BC,48.56154417,-123.3950735,12,Thursday,Traffic,,03,31,2016
03/31/2016 03:03:00 PM,7800 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59468803,-123.416937,15,Thursday,Traffic,,03,31,2016
03/31/2016 03:45:00 PM,WALLACE DR & BENVENUTO AVE,CENTRAL SAANICH,BC,48.56289975,-123.4584605,15,Thursday,Traffic,,03,31,2016
02/10/2016 09:50:00 AM,STELLYS CROSS RD & VEYANESS RD,CENTRAL SAANICH,BC,48.57970605,-123.4107193,9,Wednesday,Traffic,,02,10,2016
02/10/2016 04:32:00 PM,2000 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797385,-123.414643,16,Wednesday,Theft,,02,10,2016
04/27/2016 04:18:00 PM,7600 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.58847086,-123.4193086,16,Wednesday,Theft,,04,27,2016
04/27/2016 08:07:00 PM,6900 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.56926846,-123.4034433,20,Wednesday,Traffic,,04,27,2016
04/27/2016 06:25:00 PM,7200 Block VEYANESS RD,CENTRAL SAANICH,BC,48.57744525,-123.4104374,18,Wednesday,Vehicle Stop,,04,27,2016
04/28/2016 07:44:00 AM,HOVEY RD & TOMLINSON RD,CENTRAL SAANICH,BC,48.58690033,-123.4307668,7,Thursday,Theft,,04,28,2016
03/31/2016 11:35:00 AM,1700 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.56519059,-123.4296495,11,Thursday,Vehicle Stop,,03,31,2016
04/01/2016 03:29:00 AM,BELLA VISTA DR & TAMANY DR,CENTRAL SAANICH,BC,48.56177819,-123.3976315,3,Friday,Drugs,,04,01,2016
04/01/2016 09:25:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,21,Friday,Traffic,,04,01,2016
07/21/2016 04:19:00 PM,7300 Block WALLACE DR,CENTRAL SAANICH,BC,48.58025978,-123.4257143,16,Thursday,Traffic,,07,21,2016
06/26/2016 08:23:00 AM,1400 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59784801,-123.439107,8,Sunday,Traffic,,06,26,2016
06/26/2016 02:27:00 PM,6600 Block BUTLER CRES,CENTRAL SAANICH,BC,48.56223631,-123.420474,14,Sunday,Traffic,,06,26,2016
06/26/2016 10:34:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941428,-123.3982811,22,Sunday,Traffic,,06,26,2016
04/21/2016 12:26:00 PM,3100 Block MARTINDALE RD,CENTRAL SAANICH,BC,48.56148186,-123.3695028,12,Thursday,Traffic,,04,21,2016
04/21/2016 09:06:00 PM,900 Block CLARKE RD,CENTRAL SAANICH,BC,48.57603964,-123.4612711,21,Thursday,Other,,04,21,2016
04/22/2016 05:39:00 AM,1900 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59496493,-123.4201716,5,Friday,Other,,04,22,2016
04/02/2016 03:05:00 AM,7800 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59468803,-123.416937,3,Saturday,Community Policing,,04,02,2016
04/02/2016 09:09:00 AM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,9,Saturday,Traffic,,04,02,2016
04/02/2016 10:26:00 AM,1000 Block VERDIER AVE,CENTRAL SAANICH,BC,48.57788538,-123.4558928,10,Saturday,Other,,04,02,2016
03/09/2016 09:58:00 AM,7000 Block HOMATHKO RD,CENTRAL SAANICH,BC,48.57278063,-123.3673835,9,Wednesday,Other,,03,09,2016
04/02/2016 02:12:00 PM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55429272,-123.3927682,14,Saturday,Traffic,,04,02,2016
04/02/2016 03:26:00 PM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.57243246,-123.3982613,15,Saturday,Traffic,,04,02,2016
04/02/2016 05:36:00 PM,7100 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.57594437,-123.4463878,17,Saturday,Traffic,,04,02,2016
04/02/2016 07:20:00 PM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55429272,-123.3927682,19,Saturday,Traffic,,04,02,2016
04/02/2016 10:05:00 PM,6500 Block OLDFIELD RD,CENTRAL SAANICH,BC,48.55929994,-123.4172521,22,Saturday,Other,,04,02,2016
04/02/2016 11:43:00 PM,6800 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.56718947,-123.4403665,23,Saturday,Other,,04,02,2016
04/02/2016 05:51:00 PM,7000 Block HOMATHKO RD,CENTRAL SAANICH,BC,48.57278063,-123.3673835,17,Saturday,Vehicle Stop,,04,02,2016
12/08/2015 02:44:00 PM,2400 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59412977,-123.4018023,14,Tuesday,Vehicle Stop,,12,08,2015
11/20/2015 04:18:00 AM,WALLACE DR & HOVEY RD,CENTRAL SAANICH,BC,48.58694369,-123.4225061,4,Friday,Vehicle Stop,,11,20,2015
12/10/2015 08:54:00 AM,1100 Block MARCHANT RD,CENTRAL SAANICH,BC,48.57246435,-123.4523959,8,Thursday,Other,,12,10,2015
12/10/2015 07:34:00 AM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941428,-123.3982811,7,Thursday,Traffic,,12,10,2015
04/21/2016 07:58:00 AM,2100 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59411591,-123.410469,7,Thursday,Other,,04,21,2016
12/26/2015 02:40:00 AM,SLUGGETT AVE & WEST SAANICH RD,CENTRAL SAANICH,BC,48.57063453,-123.4415328,2,Saturday,Drugs,,12,26,2015
12/26/2015 01:54:00 AM,MARIN PARK CLS & MARIN PARK DR,CENTRAL SAANICH,BC,48.57171225,-123.4481058,1,Saturday,Other,,12,26,2015
12/15/2015 06:54:00 PM,WEST SAANICH RD & STELLYS CROSS RD,CENTRAL SAANICH,BC,48.57967,-123.4517357,18,Tuesday,Traffic,,12,15,2015
12/15/2015 05:16:00 AM,WEST SAANICH RD & LAWRENCE RD,CENTRAL SAANICH,BC,48.61073039,-123.4737586,5,Tuesday,Traffic,,12,15,2015
12/14/2015 08:53:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941428,-123.3982811,20,Monday,Traffic,,12,14,2015
12/14/2015 02:01:00 PM,8400 Block WALLACE DR,CENTRAL SAANICH,BC,48.60833014,-123.4073849,14,Monday,Other,,12,14,2015
04/30/2016 10:55:00 PM,8000 Block GALBRAITH CRES,CENTRAL SAANICH,BC,48.60067808,-123.4208066,22,Saturday,Other,,04,30,2016
04/30/2016 01:07:00 PM,1000 Block MARCHANT RD,CENTRAL SAANICH,BC,48.57243406,-123.4556457,13,Saturday,Theft,,04,30,2016
09/11/2016 04:28:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941442,-123.3983155,16,Sunday,Traffic,,09,11,2016
01/07/2016 03:42:00 PM,PUCKLE RD,CENTRAL SAANICH,BC,48.5778908,-123.3898108,15,Thursday,Vehicle Stop,,01,07,2016
09/14/2016 03:05:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941442,-123.3983155,15,Wednesday,Traffic,,09,14,2016
04/03/2016 11:13:00 PM,7100 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.57685924,-123.4476918,23,Sunday,Pedestrian Stop,,04,03,2016
04/10/2016 07:28:00 AM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,7,Sunday,Traffic,,04,10,2016
04/10/2016 03:30:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.56512982,-123.4119258,15,Sunday,Traffic,,04,10,2016
02/11/2016 07:37:00 AM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.56370977,-123.3969836,7,Thursday,Traffic,,02,11,2016
02/11/2016 12:33:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.58395699,-123.4238878,12,Thursday,Other,,02,11,2016
04/10/2016 04:36:00 PM,STELLYS CROSS RD & WEST SAANICH RD,CENTRAL SAANICH,BC,48.57967,-123.4517357,16,Sunday,Traffic,,04,10,2016
04/01/2016 01:05:00 AM,WEST SAANICH RD & CLARKE RD,CENTRAL SAANICH,BC,48.57654336,-123.4473028,1,Friday,Vehicle Stop,,04,01,2016
04/06/2016 04:58:00 AM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,4,Wednesday,Vehicle Stop,,04,06,2016
11/02/2016 07:14:00 PM,ELIZABETH GARDEN CRT & RODOLPH RD,CENTRAL SAANICH,BC,48.55156756,-123.4007653,19,Wednesday,Theft from Vehicle,,11,02,2016
04/09/2016 09:34:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.59414849,-123.3981454,21,Saturday,Traffic,,04,09,2016
06/27/2016 10:47:00 AM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57242915,-123.3981262,10,Monday,Traffic,,06,27,2016
06/27/2016 06:23:00 PM,1200 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5978038,-123.4492653,18,Monday,Traffic,,06,27,2016
06/27/2016 08:29:00 PM,HOVEY RD & TOMLINSON RD,CENTRAL SAANICH,BC,48.58690033,-123.4307668,20,Monday,Traffic,,06,27,2016
05/05/2016 02:18:00 PM,7200 Block VEYANESS RD,CENTRAL SAANICH,BC,48.57744525,-123.4104374,14,Thursday,Vehicle Stop,,05,05,2016
03/25/2016 04:05:00 PM,2400 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414901,-123.3970621,16,Friday,Community Policing,,03,25,2016
03/27/2016 04:54:00 PM,WEST SAANICH RD & MCHATTIE RD,CENTRAL SAANICH,BC,48.56314793,-123.4365265,16,Sunday,Pedestrian Stop,,03,27,2016
01/02/2016 09:36:00 AM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,9,Saturday,Traffic,,01,02,2016
01/01/2016 10:58:00 PM,7100 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.57691326,-123.4476888,22,Friday,Pedestrian Stop,,01,01,2016
01/03/2016 10:07:00 AM,7700 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59169401,-123.4176427,10,Sunday,Property Crime,,01,03,2016
01/31/2016 05:56:00 PM,1600 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.57972678,-123.4323761,17,Sunday,Vehicle Stop,,01,31,2016
01/14/2016 02:30:00 AM,7800 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59468803,-123.416937,2,Thursday,Community Policing,,01,14,2016
05/13/2016 05:29:00 PM,WEST SAANICH RD & KEATING X-RD,CENTRAL SAANICH,BC,48.5651914,-123.4384004,17,Friday,Vehicle Stop,,05,13,2016
04/27/2016 06:20:00 AM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57243246,-123.3982613,6,Wednesday,Traffic,,04,27,2016
04/27/2016 02:37:00 PM,KEATING CROSS RD & VEYANESS RD,CENTRAL SAANICH,BC,48.56512389,-123.4105729,14,Wednesday,Liquor,,04,27,2016
04/26/2016 06:26:00 AM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,6,Tuesday,Traffic,,04,26,2016
04/26/2016 12:53:00 PM,1400 Block HOVEY RD,CENTRAL SAANICH,BC,48.58697741,-123.4395624,12,Tuesday,Property Crime,,04,26,2016
04/26/2016 01:10:00 PM,6800 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.5693167,-123.4414689,13,Tuesday,Theft,,04,26,2016
04/26/2016 04:25:00 PM,WEST SAANICH RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.56518098,-123.4385811,16,Tuesday,Traffic,,04,26,2016
04/25/2016 07:24:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,19,Monday,Traffic,,04,25,2016
04/25/2016 08:43:00 PM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55429272,-123.3927682,20,Monday,Traffic,,04,25,2016
07/08/2016 11:06:00 PM,1200 Block MARIN PARK CLS,CENTRAL SAANICH,BC,48.57170575,-123.4478355,23,Friday,Other,,07,08,2016
04/06/2016 09:53:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.58395699,-123.4238878,21,Wednesday,Other,,04,06,2016
05/16/2016 02:13:00 AM,6500 Block WALLACE DR,CENTRAL SAANICH,BC,48.55901876,-123.453393,2,Monday,Pedestrian Stop,,05,16,2016
05/19/2016 08:36:00 AM,WEST SAANICH RD & CLARKE RD,CENTRAL SAANICH,BC,48.57654336,-123.4473028,8,Thursday,Vehicle Stop,,05,19,2016
06/08/2016 04:53:00 AM,MT NEWTON CROSS RD & ACCESS RD,CENTRAL SAANICH,BC,48.59410514,-123.4096572,4,Wednesday,Pedestrian Stop,,06,08,2016
05/21/2016 05:12:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.56513157,-123.4127377,17,Saturday,Pedestrian Stop,,05,21,2016
01/06/2016 12:21:00 PM,1800 Block FOREST PARK DR,CENTRAL SAANICH,BC,48.62519466,-123.4198701,12,Wednesday,Vehicle Stop,,01,06,2016
05/13/2016 04:31:00 AM,7600 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.58861294,-123.4611352,4,Friday,Vehicle Stop,,05,13,2016
04/06/2016 11:16:00 PM,900 Block VERDIER AVE,CENTRAL SAANICH,BC,48.57788269,-123.4595475,23,Wednesday,Other,,04,06,2016
01/11/2016 02:52:00 PM,7800 Block WALLACE DR,CENTRAL SAANICH,BC,48.59583318,-123.4176867,14,Monday,Property Crime,,01,11,2016
01/11/2016 01:23:00 PM,8200 Block LOCHSIDE DR,CENTRAL SAANICH,BC,48.6066939,-123.3965043,13,Monday,Other,,01,11,2016
01/11/2016 12:28:00 PM,ISLAND VIEW RD & HOMATHKO RD,CENTRAL SAANICH,BC,48.57239913,-123.3672695,12,Monday,Other,,01,11,2016
02/12/2016 12:57:00 AM,WEST SAANICH RD & CLARKE RD,CENTRAL SAANICH,BC,48.57659414,-123.4471647,0,Friday,Other,,02,12,2016
02/12/2016 01:17:00 AM,MT NEWTON CROSS RD & CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.59412441,-123.4034275,1,Friday,Drugs,,02,12,2016
02/12/2016 02:40:00 PM,CLARKE RD & WEST SAANICH RD,CENTRAL SAANICH,BC,48.57659414,-123.4471647,14,Friday,Other,,02,12,2016
02/12/2016 05:39:00 PM,WALLACE DR & WEST SAANICH RD,CENTRAL SAANICH,BC,48.57527009,-123.4453416,17,Friday,Traffic,,02,12,2016
05/03/2016 11:02:00 AM,BRENTWOOD DR & SLUGGETT RD,CENTRAL SAANICH,BC,48.57421134,-123.4628583,11,Tuesday,Other,,05,03,2016
05/03/2016 05:21:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.59414849,-123.3981454,17,Tuesday,Traffic,,05,03,2016
04/07/2016 04:12:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59414849,-123.3981454,16,Thursday,Other,,04,07,2016
06/28/2016 05:03:00 PM,PATRICIA BAY HWY & AMITY DR ONRP,CENTRAL SAANICH,BC,48.61511372,-123.4034894,17,Tuesday,Traffic,,06,28,2016
06/28/2016 05:04:00 PM,7000 Block MABER RD,CENTRAL SAANICH,BC,48.57413631,-123.422665,17,Tuesday,Traffic,,06,28,2016
06/28/2016 06:49:00 PM,WALLACE DR & WEST SAANICH RD,CENTRAL SAANICH,BC,48.57527009,-123.4453416,18,Tuesday,Traffic,,06,28,2016
06/28/2016 08:16:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.57242915,-123.3981262,20,Tuesday,Traffic,,06,28,2016
06/28/2016 10:32:00 PM,7900 Block LARKVALE RD,CENTRAL SAANICH,BC,48.59840607,-123.4237748,22,Tuesday,Other,,06,28,2016
05/05/2016 11:49:00 AM,1900 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59496493,-123.4201716,11,Thursday,Traffic,,05,05,2016
05/05/2016 12:10:00 PM,7000 Block BRYRWOOD CRT,CENTRAL SAANICH,BC,48.57336185,-123.4507233,12,Thursday,Weapons Offense,,05,05,2016
05/05/2016 08:58:00 PM,6300 Block ELAINE WAY,CENTRAL SAANICH,BC,48.55382404,-123.3938764,20,Thursday,Other,,05,05,2016
05/05/2016 09:03:00 PM,6800 Block WEST SAANICH RD,CENTRAL SAANICH,BC,48.5693167,-123.4414689,21,Thursday,Theft,,05,05,2016
02/13/2016 06:50:00 PM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.56370977,-123.3969836,18,Saturday,Traffic,,02,13,2016
04/08/2016 09:17:00 AM,TOMLINSON RD & WHITE RD,CENTRAL SAANICH,BC,48.58334635,-123.4306898,9,Friday,Traffic,,04,08,2016
04/08/2016 09:43:00 AM,1400 Block HOVEY RD,CENTRAL SAANICH,BC,48.58697741,-123.4395624,9,Friday,Traffic,,04,08,2016
04/08/2016 11:50:00 PM,1900 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.59496493,-123.4201716,23,Friday,Traffic,,04,08,2016
01/28/2016 05:40:00 PM,OLDFIELD RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.56513207,-123.4172032,17,Thursday,Traffic,,01,28,2016
01/28/2016 12:59:00 PM,7800 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59468803,-123.416937,12,Thursday,Property Crime,,01,28,2016
01/09/2016 01:08:00 AM,HELEMITE PL,CENTRAL SAANICH,BC,48.58044256,-123.4610339,1,Saturday,Disorder,,01,09,2016
01/08/2016 10:36:00 AM,6400 Block RODOLPH RD,CENTRAL SAANICH,BC,48.55890947,-123.4019842,10,Friday,Property Crime,,01,08,2016
01/13/2016 10:05:00 AM,1400 Block HOVEY RD,CENTRAL SAANICH,BC,48.58697798,-123.4414577,10,Wednesday,Traffic,,01,13,2016
01/13/2016 09:21:00 AM,6600 Block MIRAH RD,CENTRAL SAANICH,BC,48.56451202,-123.4080355,9,Wednesday,Theft,,01,13,2016
01/14/2016 04:12:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941428,-123.3982811,16,Thursday,Traffic,,01,14,2016
01/14/2016 01:12:00 PM,7800 Block WALLACE DR,CENTRAL SAANICH,BC,48.59583318,-123.4176867,13,Thursday,Theft,,01,14,2016
01/14/2016 09:44:00 AM,MT NEWTON CROSS RD & CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.59412441,-123.4034275,9,Thursday,Traffic,,01,14,2016
01/14/2016 07:34:00 AM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.57243246,-123.3982613,7,Thursday,Traffic,,01,14,2016
01/14/2016 02:38:00 AM,7900 Block EAST SAANICH RD,CENTRAL SAANICH,BC,48.59820265,-123.4168797,2,Thursday,Disorder,,01,14,2016
01/14/2016 02:29:00 AM,STELLYS CROSS RD & MABER RD,CENTRAL SAANICH,BC,48.57972848,-123.4227653,2,Thursday,Vehicle Stop,,01,14,2016
01/14/2016 01:31:00 AM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.55428704,-123.3929038,1,Thursday,Traffic,,01,14,2016
01/15/2016 04:20:00 PM,BENVENUTO AVE & BENVENUTO AVENUE STRD,CENTRAL SAANICH,BC,48.56177229,-123.4644748,16,Friday,Traffic,,01,15,2016
01/15/2016 03:51:00 PM,6700 Block WOODWARD DR,CENTRAL SAANICH,BC,48.56598792,-123.461677,15,Friday,Property Crime,,01,15,2016
01/15/2016 01:38:00 PM,7000 Block BEACH VIEW CRT,CENTRAL SAANICH,BC,48.57358845,-123.373429,13,Friday,Assault with Deadly Weapon,,01,15,2016
